disno,historic,class_key,event_name,iso,origin,associ_types,ofda_response,appeal,decl,amount_aid,magni,magn_scale,lat,long,start_year,total_deaths,total_affec,total_damage,total_damadj,cpi,entry_date,last_update
1747,1,nat-met-ext-hea,Mt. Merapi,200,10,21,0,0,0,418.0,38.0,°C,38.717,48.507,1998,130.0,7728.0,4275000.0,7675064.0,55.69986280534719,2006-07-09,2023-09-25
1748,1,nat-hyd-flo-fla,Mt. Merapi,97,10,59,1,0,0,418.0,12.0,Km2,38.717,48.507,1998,1.0,7728.0,2400.0,4309.0,55.69986280534719,2005-10-26,2023-09-25
1749,1,nat-geo-ear-gro,Mt. Merapi,11,10,59,1,0,0,570.0,5.7,Richter,38.717,48.507,1998,1.0,700010.0,1480000.0,2657098.0,55.69986280534719,2004-03-25,2023-09-25
1750,1,nat-met-ext-hea,Mt. Merapi,85,10,59,0,0,0,25.0,49.8,°C,-7.5,110.4,1998,2541.0,6000.0,1480000.0,2657098.0,55.69986280534719,2003-07-01,2023-09-25
1751,1,nat-geo-vol-ash,Mt. Merapi,84,10,59,0,0,0,25.0,804.0,Km2,-7.5,110.4,1998,403.0,6000.0,1480000.0,2657098.0,55.69986280534719,2005-06-01,2023-09-25
1752,1,nat-hyd-flo-fla,Cholera,101,10,59,1,0,0,25.0,804.0,Km2,-2.961,141.926,1998,403.0,121000.0,1480000.0,2657098.0,55.69986280534719,2006-07-09,2023-09-25
1753,1,nat-geo-ear-tsu,Cholera,149,69,59,1,0,0,6228.0,7.0,Richter,-2.961,141.926,1998,2182.0,9867.0,22000.0,39497.0,55.69986280534719,2005-04-27,2023-09-25
1754,1,nat-hyd-flo-flo,Cholera,141,10,59,0,0,0,356.0,405.0,Km2,-0.593,-80.393,1998,260.0,70000.0,22000.0,39497.0,55.69986280534719,2007-05-06,2023-09-25
1755,1,nat-hyd-flo-flo,Cholera,121,10,59,0,0,0,2193.0,75.0,Km2,-0.593,-80.393,1998,3.0,1784.0,52000.0,93358.0,55.69986280534719,2003-07-01,2023-09-25
1756,1,nat-hyd-flo-riv,Cholera,47,10,59,0,0,0,2193.0,75.0,Km2,-0.593,-80.393,1998,6.0,11667.0,52000.0,93358.0,55.69986280534719,2007-05-06,2023-09-25
1757,1,nat-hyd-flo-riv,Cholera,176,10,59,0,0,0,2193.0,75.0,Km2,-0.593,-80.393,1998,54.0,11667.0,45000.0,80790.0,55.69986280534719,2007-05-06,2023-09-25
1758,1,nat-hyd-flo-riv,Cholera,150,121,59,0,0,0,2193.0,75.0,Km2,-0.593,-80.393,1998,9.0,1200.0,100000.0,179534.0,55.69986280534719,2005-10-26,2023-09-25
1759,1,nat-hyd-flo-fla,Cholera,108,10,59,0,0,0,2193.0,75.0,Km2,-0.593,-80.393,1998,1.0,135000.0,100000.0,179534.0,55.69986280534719,2005-10-26,2023-09-25
1760,1,nat-hyd-flo-riv,Cholera,9,94,59,0,0,0,2193.0,1000.0,Km2,-0.593,-80.393,1998,14.0,200.0,100000.0,179534.0,55.69986280534719,2005-12-02,2023-09-25
1761,1,nat-met-sto-lig,Cholera,200,94,59,0,0,0,2193.0,97.0,Kph,-0.593,-80.393,1998,14.0,2200.0,675000.0,1211852.0,55.69986280534719,2003-07-01,2023-09-25
1762,1,nat-cli-wil-lan,Cholera,73,94,59,0,0,0,2193.0,270.0,Km2,-0.593,-80.393,1998,14.0,300.0,675000.0,1211852.0,55.69986280534719,2005-12-07,2023-09-25
1763,1,nat-cli-wil-for,Cholera,57,94,38,0,0,0,2193.0,270.0,Km2,-0.593,-80.393,1998,679.0,600.0,42108.0,75598.0,55.69986280534719,2006-04-26,2023-09-25
1764,1,nat-bio-epi-bac,Cholera,85,94,38,0,0,0,2193.0,43.0,Vaccinated,-0.593,-80.393,1998,679.0,14632.0,1700.0,3052.0,55.69986280534719,2003-07-01,2023-09-25
1765,1,nat-bio-epi-dis,Acute diarrhoeal syndrome,105,94,38,0,0,0,2193.0,43.0,Vaccinated,-0.593,-80.393,1998,12.0,560.0,1700.0,3052.0,55.69986280534719,2005-06-15,2023-09-25
1766,1,nat-bio-epi-bac,Cholera,98,94,38,0,0,0,2193.0,43.0,Km2,-0.593,-80.393,1998,15.0,69.0,1700.0,3052.0,55.69986280534719,2005-06-10,2023-09-25
1767,1,nat-bio-epi-bac,Meningococcal disease,1,94,38,0,0,0,2193.0,43.0,Km2,-0.593,-80.393,1998,115.0,1113.0,1700.0,3052.0,55.69986280534719,2005-06-15,2023-09-25
1768,1,nat-bio-inf-loc,Cholera,36,94,38,0,0,0,2193.0,43.0,Km2,-0.593,-80.393,1998,52.0,15200.0,1700.0,3052.0,55.69986280534719,2003-07-01,2023-09-25
1769,1,nat-hyd-flo-riv,Cholera,197,94,38,0,0,0,2193.0,43.0,Km2,-0.593,-80.393,1998,52.0,15200.0,40000.0,71813.0,55.69986280534719,2003-07-01,2023-09-25
1770,1,nat-met-ext-hea,Cholera,46,94,38,0,0,0,2193.0,43.0,°C,-0.593,-80.393,1998,52.0,100.0,40000.0,71813.0,55.69986280534719,2003-07-01,2023-09-25
1771,1,nat-hyd-flo-flo,Cholera,25,94,38,0,0,0,2193.0,39.0,Km2,-0.593,-80.393,1998,7.0,2000.0,40000.0,71813.0,55.69986280534719,2003-07-01,2023-09-25
1772,1,nat-bio-epi-dis,Cholera,17,94,38,0,0,0,2193.0,39.0,Vaccinated,-0.593,-80.393,1998,151.0,185000.0,40000.0,71813.0,55.69986280534719,2005-06-10,2023-09-25
1773,1,nat-hyd-flo-coa,Cholera,94,121,38,0,0,0,2193.0,39.0,Km2,-0.593,-80.393,1998,16.0,24033.0,40000.0,71813.0,55.69986280534719,2003-07-01,2023-09-25
1774,1,nat-hyd-flo-flo,Cholera,136,121,38,0,0,0,2193.0,39.0,Km2,-0.593,-80.393,1998,15.0,7000.0,40000.0,71813.0,55.69986280534719,2003-07-01,2023-09-25
1775,1,nat-met-ext-hea,Cholera,158,121,38,0,0,0,2193.0,39.0,°C,-0.593,-80.393,1998,20.0,1000000.0,40000.0,71813.0,55.69986280534719,2003-07-01,2023-09-25
1776,1,nat-hyd-flo-riv,Cholera,163,121,38,1,0,0,2193.0,1700.0,Km2,-0.593,-80.393,1998,103.0,1000000.0,40000.0,71813.0,55.69986280534719,2005-10-26,2023-09-25
1777,1,nat-hyd-mmw-lan,Cholera,85,10,38,0,0,0,744.0,430.0,Km2,-0.593,-80.393,1998,239.0,200000.0,60000.0,107720.0,55.69986280534719,2003-07-01,2023-09-25
1778,1,nat-hyd-mmw-lan,Cholera,94,10,38,0,0,0,744.0,430.0,Km2,-0.593,-80.393,1998,60.0,130.0,60000.0,107720.0,55.69986280534719,2003-07-01,2023-09-25
1779,1,nat-hyd-flo-fla,Cholera,193,10,38,0,0,0,744.0,430.0,Km2,-0.593,-80.393,1998,60.0,1000.0,60000.0,107720.0,55.69986280534719,2005-10-26,2023-09-25
1780,1,nat-hyd-flo-riv,Cholera,200,143,38,0,0,0,744.0,430.0,Km2,-0.593,-80.393,1998,1.0,1200.0,60000.0,107720.0,55.69986280534719,2003-07-01,2023-09-25
1781,1,nat-hyd-flo-riv,Cholera,9,143,38,0,0,0,744.0,430.0,Km2,-0.593,-80.393,1998,1.0,6300.0,122700.0,220288.0,55.69986280534719,2006-07-09,2023-09-25
1782,1,nat-hyd-mmw-lan,Cholera,85,10,38,0,0,0,744.0,430.0,Km2,-0.593,-80.393,1998,37.0,240.0,5000.0,8977.0,55.69986280534719,2003-07-01,2023-09-25
1783,1,nat-hyd-flo-fla,Cholera,210,10,38,0,0,0,744.0,430.0,Km2,-0.593,-80.393,1998,70.0,240.0,5000.0,8977.0,55.69986280534719,2005-10-26,2023-09-25
1784,1,nat-bio-epi-bac,Cholera,0,121,38,0,0,0,744.0,430.0,Vaccinated,-0.593,-80.393,1998,173.0,15776.0,5000.0,8977.0,55.69986280534719,2005-06-15,2023-09-25
1785,1,nat-bio-epi-bac,Cholera,168,121,38,0,0,0,744.0,430.0,Vaccinated,-0.593,-80.393,1998,55.0,1770.0,5000.0,8977.0,55.69986280534719,2005-06-10,2023-09-25
1786,1,nat-bio-epi-bac,Cholera,144,121,38,0,0,0,744.0,430.0,Vaccinated,-0.593,-80.393,1998,83.0,9917.0,5000.0,8977.0,55.69986280534719,2003-07-01,2023-09-25
1787,1,nat-bio-epi-vir,Japanese encephalitis,141,121,38,0,0,0,744.0,430.0,Vaccinated,-0.593,-80.393,1998,52.0,300.0,5000.0,8977.0,55.69986280534719,2003-07-01,2023-09-25
1788,1,nat-bio-epi-vir,Dengue fever,147,121,38,0,0,0,744.0,430.0,Vaccinated,-0.593,-80.393,1998,202.0,11000.0,5000.0,8977.0,55.69986280534719,2003-07-01,2023-09-25
1789,1,nat-hyd-flo-riv,Dengue,152,121,38,0,0,0,744.0,430.0,Km2,-0.593,-80.393,1998,50.0,10172.0,5000.0,8977.0,55.69986280534719,2003-07-01,2023-09-25
1790,1,nat-bio-epi-vir,Dengue,206,121,38,0,0,0,744.0,97.0,Vaccinated,-0.593,-80.393,1998,20.0,8.0,5000.0,8977.0,55.69986280534719,2003-07-01,2023-09-25
1791,1,nat-bio-epi-dis,Acute diarrhoeal syndrome,163,121,38,0,0,0,744.0,97.0,Vaccinated,-0.593,-80.393,1998,1373.0,8.0,5000.0,8977.0,55.69986280534719,2003-07-01,2023-09-25
1792,1,nat-hyd-mmw-lan,Charley,75,121,38,0,0,0,744.0,97.0,Kph,-0.593,-80.393,1998,51.0,8.0,5000.0,8977.0,55.69986280534719,2003-07-01,2023-09-25
1793,1,nat-met-sto-tro,Charley,200,121,38,0,0,0,744.0,97.0,Kph,-0.593,-80.393,1998,7.0,545.0,5000.0,8977.0,55.69986280534719,2006-07-09,2023-09-25
1794,1,nat-met-sto-tro,Rex,94,121,38,0,0,0,744.0,126.0,Kph,-0.593,-80.393,1998,14.0,40040.0,5000.0,8977.0,55.69986280534719,2003-07-01,2023-09-25
1795,1,nat-met-sto-tro,Isis,118,121,38,0,0,0,744.0,153.0,Kph,-0.593,-80.393,1998,2.0,1660.0,5000.0,8977.0,55.69986280534719,2003-07-01,2023-09-25
1796,1,nat-hyd-flo-riv,Madeline & Lester,141,121,38,0,0,0,744.0,400.0,Km2,-0.593,-80.393,1998,50.0,132.0,5000.0,8977.0,55.69986280534719,2007-05-06,2023-09-25
1797,1,nat-cli-wil-lan,Madeline & Lester,200,476,38,0,0,0,744.0,24.0,Km2,-0.593,-80.393,1998,274.0,132.0,4500.0,8079.0,55.69986280534719,2003-07-01,2023-09-25
1798,1,nat-hyd-flo-coa,Madeline & Lester,118,476,38,1,0,0,744.0,809.0,Km2,-0.593,-80.393,1998,274.0,25000.0,602700.0,1082049.0,55.69986280534719,2007-09-14,2023-09-25
1799,1,nat-hyd-flo-riv,Madeline & Lester,14,121,38,0,0,0,744.0,210.0,Km2,-0.593,-80.393,1998,1.0,140.0,10000.0,17953.0,55.69986280534719,2007-05-06,2023-09-25
1800,1,nat-hyd-flo-riv,Madeline & Lester,139,121,38,0,0,0,744.0,210.0,Km2,-0.593,-80.393,1998,240.0,2000.0,530000.0,951528.0,55.69986280534719,2007-05-06,2023-09-25
1801,1,nat-met-sto-tro,Madeline & Lester,118,121,38,0,0,0,744.0,210.0,Kph,-0.593,-80.393,1998,240.0,3000.0,1981500.0,3557459.0,55.69986280534719,2003-07-01,2023-09-25
1802,1,nat-met-sto-tro,Georges,52,121,38,1,0,0,744.0,210.0,Kph,-0.593,-80.393,1998,347.0,975595.0,1981500.0,3557459.0,55.69986280534719,2007-05-06,2023-09-25
1803,1,nat-met-sto-tro,Vicky and Todd (Emang and Gading),147,121,38,0,0,0,744.0,108.0,Kph,-0.593,-80.393,1998,118.0,1749436.0,87038.0,156263.0,55.69986280534719,2003-07-01,2023-09-25
1804,1,nat-met-sto-tro,Vicky (7) and Waldo (8),94,121,38,0,0,0,744.0,160.0,Kph,-0.593,-80.393,1998,12.0,258.0,3000000.0,5386010.0,55.69986280534719,2008-04-01,2023-09-25
1805,1,nat-cli-wil-for,Yanni,159,121,38,1,0,0,744.0,5000.0,Km2,-0.593,-80.393,1998,3.0,100683.0,270000.0,484741.0,55.69986280534719,2005-12-20,2023-09-25
1806,1,nat-met-sto-sto,Yanni,101,121,38,0,0,0,293.0,85.0,Kph,-0.593,-80.393,1998,55.0,2379.0,25900.0,46499.0,55.69986280534719,2006-07-09,2023-09-25
1807,1,nat-met-sto-tor,Zeb (Iliang),200,121,38,0,0,0,293.0,85.0,Kph,-0.593,-80.393,1998,9.0,163.0,50000.0,89767.0,55.69986280534719,2006-07-09,2023-09-25
1808,1,nat-cli-wil-lan,Zeb (Iliang),200,121,38,0,0,0,293.0,85.0,Km2,-0.593,-80.393,1998,1.0,600.0,600.0,1077.0,55.69986280534719,2003-07-01,2023-09-25
1809,1,nat-hyd-flo-riv,Zeb (Iliang),136,121,38,0,0,0,293.0,280.0,Km2,-0.593,-80.393,1998,75.0,100000.0,50000.0,89767.0,55.69986280534719,2005-10-27,2023-09-25
1810,1,nat-met-sto-tro,Zeb (Iliang),147,121,38,0,0,0,293.0,280.0,Kph,-0.593,-80.393,1998,75.0,1344619.0,50000.0,89767.0,55.69986280534719,2007-05-06,2023-09-25
1811,1,nat-met-sto-tro,Zeb,195,121,38,0,0,0,293.0,280.0,Kph,-0.593,-80.393,1998,11.0,43.0,125000.0,224417.0,55.69986280534719,2007-05-06,2023-09-25
1812,1,nat-met-sto-tro,Zeb,94,121,38,0,0,0,293.0,280.0,Kph,-0.593,-80.393,1998,12.0,43.0,335500.0,602335.0,55.69986280534719,2007-05-06,2023-09-25
1813,1,nat-met-sto-tro,Babs (Loleng),85,121,38,0,0,0,293.0,235.0,Kph,-0.593,-80.393,1998,250.0,3902424.0,98000.0,175943.0,55.69986280534719,2003-07-01,2023-09-25
1814,1,nat-met-sto-tro,Babs (Loleng),34,121,38,0,0,0,293.0,235.0,Kph,-0.593,-80.393,1998,5.0,3902424.0,98000.0,175943.0,55.69986280534719,2007-05-06,2023-09-25
1815,1,nat-met-sto-tro,Babs (Loleng),147,121,38,1,0,0,293.0,235.0,Kph,-0.593,-80.393,1998,332.0,3902424.0,71000.0,127469.0,55.69986280534719,2007-05-06,2023-09-25
1816,1,nat-met-sto-sto,Dengue fever,200,121,38,0,0,0,293.0,110.0,Kph,-0.593,-80.393,1998,13.0,7000.0,1000000.0,1795337.0,55.69986280534719,2006-07-09,2023-09-25
1817,1,nat-hyd-flo-riv,Dengue fever,206,121,73,0,0,0,293.0,110.0,Km2,-0.593,-80.393,1998,45.0,32505.0,13700.0,24596.0,55.69986280534719,2005-10-27,2023-09-25
1818,1,nat-cli-wil-lan,Dengue fever,200,143,73,0,0,0,293.0,137.0,Km2,-0.593,-80.393,1998,46.0,365.0,50500.0,90664.0,55.69986280534719,2003-07-01,2023-09-25
1819,1,nat-hyd-flo-riv,Dengue fever,87,143,73,0,0,0,293.0,212000.0,Km2,-0.593,-80.393,1998,46.0,598.0,50500.0,90664.0,55.69986280534719,2006-07-09,2023-09-25
1820,1,nat-hyd-flo-fla,Dengue fever,34,121,73,0,0,0,293.0,212000.0,Km2,-0.593,-80.393,1998,50.0,80000.0,20124.0,36129.0,55.69986280534719,2006-04-26,2023-09-25
1821,1,nat-hyd-flo-flo,Dengue fever,183,121,73,1,0,0,293.0,14973.0,Km2,-0.593,-80.393,1998,214.0,1000.0,120.0,215.0,55.69986280534719,2003-07-01,2023-09-25
1822,1,nat-cli-wil-for,Dengue fever,25,121,73,0,0,0,293.0,14973.0,Km2,-0.593,-80.393,1998,214.0,8000.0,120.0,215.0,55.69986280534719,2003-07-01,2023-09-25
1823,1,nat-bio-epi-vir,Dengue fever,206,121,73,0,0,0,293.0,270.0,Vaccinated,-0.593,-80.393,1998,214.0,8000.0,120.0,215.0,55.69986280534719,2003-07-01,2023-09-25
1824,1,nat-met-sto-tro,Stella,94,121,73,0,0,0,293.0,270.0,Kph,-0.593,-80.393,1998,2.0,9023.0,120.0,215.0,55.69986280534719,2003-07-01,2023-09-25
1825,1,nat-hyd-flo-flo,Japanese encephalitis,15,121,73,0,0,0,293.0,270.0,Km2,-0.593,-80.393,1998,10.0,420000.0,120.0,215.0,55.69986280534719,2003-07-01,2023-09-25
1826,1,nat-hyd-flo-riv,Japanese encephalitis,105,121,73,0,0,0,293.0,270.0,Km2,-0.593,-80.393,1998,10.0,5000.0,120.0,215.0,55.69986280534719,2005-10-27,2023-09-25
1827,1,nat-hyd-flo-riv,Japanese encephalitis,25,121,73,0,0,0,293.0,270.0,Km2,-0.593,-80.393,1998,128.0,8500.0,120.0,215.0,55.69986280534719,2005-10-27,2023-09-25
1828,1,nat-bio-epi-vir,Japanese encephalitis,85,121,73,0,0,0,293.0,270.0,Vaccinated,-0.593,-80.393,1998,128.0,606.0,120.0,215.0,55.69986280534719,2003-07-01,2023-09-25
1829,1,nat-bio-epi-bac,Cholera,37,121,73,0,0,0,293.0,270.0,Vaccinated,-0.593,-80.393,1998,30.0,2000.0,120.0,215.0,55.69986280534719,2003-07-01,2023-09-25
1830,1,nat-bio-epi-dis,Acute respiratory syndrome,163,121,73,0,0,0,293.0,270.0,Vaccinated,-0.593,-80.393,1998,107.0,2000.0,120.0,215.0,55.69986280534719,2005-06-10,2023-09-25
1831,1,nat-bio-epi-bac,Meningococcal disease,37,121,73,0,0,0,293.0,270.0,Km2,-0.593,-80.393,1998,79.0,203.0,120.0,215.0,55.69986280534719,2005-06-10,2023-09-25
1832,1,nat-bio-epi-bac,Meningococcal disease,213,121,73,0,0,0,293.0,270.0,Km2,-0.593,-80.393,1998,10.0,42.0,120.0,215.0,55.69986280534719,2003-07-01,2023-09-25
1833,1,nat-hyd-flo-flo,Cholera,6,121,73,0,0,0,293.0,270.0,Km2,-0.593,-80.393,1998,26.0,144.0,120.0,215.0,55.69986280534719,2003-07-01,2023-09-25
1834,1,nat-bio-epi-bac,Cholera,16,121,73,0,0,0,293.0,270.0,Kph,-0.593,-80.393,1998,26.0,441.0,388100.0,696770.0,55.69986280534719,2003-07-01,2023-09-25
1835,1,nat-bio-epi-bac,Cholera,67,121,73,0,0,0,293.0,270.0,Kph,-0.593,-80.393,1998,67.0,1546.0,388100.0,696770.0,55.69986280534719,2003-07-01,2023-09-25
1836,1,nat-bio-epi-bac,Cholera,36,121,73,0,0,0,293.0,270.0,Kph,-0.593,-80.393,1998,113.0,1106.0,388100.0,696770.0,55.69986280534719,2005-06-10,2023-09-25
1837,1,nat-bio-epi-bac,Cholera,184,121,73,0,0,0,293.0,270.0,Kph,-0.593,-80.393,1998,239.0,3669.0,388100.0,696770.0,55.69986280534719,2004-02-25,2023-09-25
1838,1,nat-met-sto-tro,Mitch,169,121,73,1,0,0,293.0,270.0,Kph,-0.593,-80.393,1998,475.0,84000.0,388100.0,696770.0,55.69986280534719,2005-12-12,2023-09-25
1839,1,nat-met-sto-tro,Mitch,137,121,73,1,0,0,293.0,270.0,Kph,-0.593,-80.393,1998,3332.0,868228.0,987700.0,1773254.0,55.69986280534719,2006-02-21,2023-09-25
1840,1,nat-met-sto-tro,Mitch,80,121,38,1,0,0,293.0,270.0,Kph,-0.593,-80.393,1998,14600.0,2112000.0,3793600.0,6810789.0,55.69986280534719,2007-05-06,2023-09-25
1841,1,nat-met-sto-tro,Mitch,118,121,38,0,0,0,293.0,7.2,Kph,-0.593,-80.393,1998,9.0,9200.0,1000.0,1795.0,55.69986280534719,2007-05-06,2023-09-25
1842,1,nat-hyd-flo-flo,Dengue fever,30,121,38,0,0,0,293.0,7.2,Km2,-0.593,-80.393,1998,475.0,9200.0,1259.0,2260.0,55.69986280534719,2003-07-01,2023-09-25
1843,1,nat-bio-epi-vir,Dengue fever,98,121,38,0,0,0,293.0,7.2,Vaccinated,-0.593,-80.393,1998,475.0,15000.0,1259.0,2260.0,55.69986280534719,2007-07-17,2023-09-25
1844,1,nat-geo-ear-gro,Cholera,54,121,38,0,1,0,293.0,7.2,Richter,-0.593,-80.393,1998,3.0,2040.0,1259.0,2260.0,55.69986280534719,2004-03-25,2023-09-25
1845,1,nat-hyd-flo-flo,Cholera,84,121,38,0,0,0,2920.0,70.0,Km2,27.308,101.029,1998,4.0,100000.0,1259.0,2260.0,55.69986280534719,2003-07-01,2023-09-25
1846,1,nat-hyd-flo-flo,Cholera,135,121,38,1,0,0,2920.0,4.0,Km2,27.308,101.029,1998,18.0,20000.0,1259.0,2260.0,55.69986280534719,2003-07-01,2023-09-25
1847,1,nat-hyd-flo-flo,Cholera,164,121,38,0,0,0,2920.0,4.0,Km2,27.308,101.029,1998,18.0,300000.0,1259.0,2260.0,55.69986280534719,2003-07-01,2023-09-25
1848,1,nat-hyd-flo-riv,Cholera,198,121,38,1,0,0,2920.0,1000.0,Km2,27.308,101.029,1998,18.0,24570.0,1259.0,2260.0,55.69986280534719,2003-07-01,2023-09-25
1849,1,nat-met-sto-sto,Cholera,200,121,38,0,0,0,1448.0,270.0,Kph,27.308,101.029,1998,1.0,1000.0,2000.0,3591.0,55.69986280534719,2006-07-09,2023-09-25
1850,1,nat-bio-epi-bac,Cholera,160,121,38,0,0,0,1448.0,270.0,Kph,27.308,101.029,1998,55.0,2951.0,748000.0,1342912.0,55.69986280534719,2003-07-01,2023-09-25
1851,1,nat-bio-epi-bac,Cholera,75,121,38,0,0,0,1448.0,270.0,Kph,27.308,101.029,1998,17.0,1345.0,748000.0,1342912.0,55.69986280534719,2003-07-01,2023-09-25
1852,1,nat-met-sto-tro,Mitch,75,121,38,1,0,0,1448.0,270.0,Kph,27.308,101.029,1998,384.0,105700.0,748000.0,1342912.0,55.69986280534719,2003-07-01,2023-09-25
1853,1,nat-hyd-flo-flo,07B,132,121,38,0,0,0,1448.0,140.0,Km2,27.308,101.029,1998,200.0,2500.0,93200.0,167325.0,55.69986280534719,2003-07-01,2023-09-25
1854,1,nat-met-sto-tro,07B,17,121,38,0,0,0,1448.0,140.0,Kph,27.308,101.029,1998,200.0,121000.0,93200.0,167325.0,55.69986280534719,2003-07-01,2023-09-25
1855,1,nat-met-sto-tro,"Chip, Elvis , Dawn",206,121,38,1,1,0,1448.0,270.0,Kph,27.308,101.029,1998,283.0,2440092.0,93200.0,167325.0,55.69986280534719,2006-07-09,2023-09-25
1856,1,nat-met-sto-tro,Mitch,43,121,38,1,0,0,1448.0,270.0,Kph,27.308,101.029,1998,8.0,16700.0,91090.0,163537.0,55.69986280534719,2007-05-06,2023-09-25
1857,1,nat-met-sto-tro,Mitch,145,121,38,0,0,0,1448.0,270.0,Kph,27.308,101.029,1998,3.0,7500.0,50.0,90.0,55.69986280534719,2007-05-06,2023-09-25
1858,1,nat-met-sto-tro,Mitch,22,121,38,1,0,0,1448.0,270.0,Kph,27.308,101.029,1998,9.0,60000.0,50.0,90.0,55.69986280534719,2005-12-05,2023-09-25
1859,1,nat-met-ext-col,Georges,150,121,38,0,0,0,1448.0,-26.0,°C,27.308,101.029,1998,64.0,20000.0,5000.0,8977.0,55.69986280534719,2003-07-01,2023-09-25
1860,1,nat-met-sto-sto,Georges,85,121,38,0,0,0,1448.0,170.0,Kph,27.308,101.029,1998,100.0,20000.0,5000.0,8977.0,55.69986280534719,2003-07-01,2023-09-25
1861,1,nat-met-sto-tro,Georges,69,121,38,0,0,0,1448.0,210.0,Kph,27.308,101.029,1998,190.0,12029.0,5000.0,8977.0,55.69986280534719,2007-05-06,2023-09-25
1862,1,nat-met-sto-tro,Georges,82,121,38,1,0,0,1448.0,210.0,Kph,27.308,101.029,1998,190.0,12029.0,180000.0,323161.0,55.69986280534719,2007-05-06,2023-09-25
1863,1,nat-met-sto-tro,Georges,200,121,38,0,0,0,1448.0,210.0,Kph,27.308,101.029,1998,4.0,5127.0,3500000.0,6283678.0,55.69986280534719,2006-09-17,2023-09-25
1864,1,nat-met-sto-tro,Georges,205,121,73,0,0,0,1448.0,210.0,Kph,27.308,101.029,1998,6.0,147000.0,100000.0,179534.0,55.69986280534719,2006-09-17,2023-09-25
1865,1,nat-met-sto-tro,Georges,44,121,73,0,0,0,1448.0,210.0,Kph,27.308,101.029,1998,6.0,147000.0,2000000.0,3590673.0,55.69986280534719,2007-05-06,2023-09-25
1866,1,nat-met-sto-tro,Georges,100,121,73,1,0,0,1448.0,210.0,Kph,27.308,101.029,1998,5.0,10000.0,400000.0,718135.0,55.69986280534719,2007-05-06,2023-09-25
1867,1,nat-met-sto-tro,Georges,8,121,73,1,0,0,1448.0,210.0,Kph,27.308,101.029,1998,2.0,2025.0,100000.0,179534.0,55.69986280534719,2007-12-05,2023-09-25
1868,1,nat-met-sto-tro,Georges,151,121,73,0,0,0,1448.0,5.6,Kph,27.308,101.029,1998,3.0,337443.0,1750000.0,3141839.0,55.69986280534719,2007-12-05,2023-09-25
1869,1,nat-geo-ear-gro,Cholera,34,121,73,0,0,0,1448.0,5.6,Richter,27.308,101.029,1998,3.0,337443.0,70000.0,125674.0,55.69986280534719,2004-03-25,2023-09-25
1870,1,nat-geo-ear-gro,Cholera,87,121,73,0,0,0,1983.0,5.4,Richter,27.791,53.608,1998,5.0,4355.0,59.0,106.0,55.69986280534719,2004-03-25,2023-09-25
1871,1,nat-bio-epi-bac,Cholera,126,121,82,0,0,0,1983.0,67610.0,Km2,19.5,-103.6,1998,100.0,600.0,59.0,106.0,55.69986280534719,2003-07-01,2023-09-25
1872,1,nat-geo-vol-ash,"Mount Colima, Mount Popocatepel",118,121,82,0,0,0,1983.0,67610.0,Km2,19.5,-103.6,1998,1811.0,758.0,59.0,106.0,55.69986280534719,2005-06-01,2023-09-25
1873,1,nat-hyd-flo-flo,Faith (Norming),85,121,82,1,0,0,1983.0,67610.0,Km2,-2.071,124.891,1998,1811.0,29227200.0,59.0,106.0,55.69986280534719,2007-05-06,2023-09-25
1874,1,nat-met-ext-col,Faith (Norming),18,121,82,0,0,0,270.0,7.7,°C,-2.071,124.891,1998,3.0,323.0,59.0,106.0,55.69986280534719,2005-12-05,2023-09-25
1875,1,nat-hyd-flo-riv,Faith (Norming),38,121,82,0,0,0,270.0,7.7,Km2,-2.071,124.891,1998,33.0,20000.0,59.0,106.0,55.69986280534719,2005-10-27,2023-09-25
1876,1,nat-geo-ear-gro,Faith (Norming),84,45,82,0,0,0,270.0,7.7,Richter,-2.071,124.891,1998,33.0,6448.0,200000.0,359067.0,55.69986280534719,2004-11-08,2023-09-25
1877,1,nat-met-sto-tro,Faith (Norming),147,45,8,0,0,0,270.0,150.0,Kph,26.373,104.021,1998,69.0,326520.0,27399.0,49190.0,55.69986280534719,2006-07-09,2023-09-25
1878,1,nat-met-ext-col,Faith & Gil,159,45,8,0,0,0,402.0,-35.0,°C,26.373,104.021,1998,69.0,263.0,165000.0,296231.0,55.69986280534719,2005-12-20,2023-09-25
1879,1,nat-met-ext-col,Faith & Gil,158,45,8,0,0,0,402.0,175.0,°C,26.373,104.021,1998,60.0,1700.0,165000.0,296231.0,55.69986280534719,2003-07-01,2023-09-25
1880,1,nat-hyd-flo-flo,Faith & Gil,184,45,8,0,0,0,402.0,175.0,Km2,26.373,104.021,1998,18.0,30405.0,165000.0,296231.0,55.69986280534719,2003-07-01,2023-09-25
1881,1,nat-met-sto-tor,Faith & Gil,211,45,8,0,0,0,402.0,175.0,Kph,26.373,104.021,1998,18.0,160.0,165000.0,296231.0,55.69986280534719,2006-07-09,2023-09-25
1882,1,nat-met-sto-sto,Faith & Gil,65,45,8,0,0,0,402.0,175.0,Kph,26.373,104.021,1998,8.0,250000.0,200000.0,359067.0,55.69986280534719,2007-05-06,2023-09-25
